,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,song,year,country,artist,language,rank,points
149,0.57,0.618,0.0,-7.515,1.0,0.0506,0.205,3.68e-05,0.128,0.43,115.34700000000001,4.0,Ole ole  ,1985, Israel,Izhar Cohen ,Hebrew,5,93
150,0.57,0.618,0.0,-7.515,1.0,0.0506,0.205,3.68e-05,0.128,0.43,115.34700000000001,4.0,Lamour de ma vie,1986, Luxembourg,Sherisse Laurence,French,3,117
151,0.57,0.618,0.0,-7.515,1.0,0.0506,0.205,3.68e-05,0.128,0.43,115.34700000000001,4.0,You Can Count on Me,1986, Ireland,Luv Bug,English,4,96
152,0.57,0.618,0.0,-7.515,1.0,0.0506,0.205,3.68e-05,0.128,0.43,115.34700000000001,4.0,E de det har du kallar karlek,1986, Sweden,Lasse Holm  Monica Tornell,Swedish,5,78
153,0.57,0.618,0.0,-7.515,1.0,0.0506,0.205,3.68e-05,0.128,0.43,115.34700000000001,4.0,En lille melodi,1987, Denmark,AnneCathrine Herdorf  Bandjo,Danish,5,83
154,0.57,0.618,0.0,-7.515,1.0,0.0506,0.205,3.68e-05,0.128,0.43,115.34700000000001,4.0,Go,1988, United Kingdom,Scott Fitzgerald,English,2,136
155,0.57,0.618,0.0,-7.515,1.0,0.0506,0.205,3.68e-05,0.128,0.43,115.34700000000001,4.0,Ka du se hva jeg sa,1988, Denmark,Kirsten  Soren Hot Eyes ,Danish,3,92
156,0.57,0.618,0.0,-7.515,1.0,0.0506,0.205,3.68e-05,0.128,0.43,115.34700000000001,4.0,Why Do I Always Get It Wrong,1989, United Kingdom,Live Report,English,2,130
157,0.57,0.618,0.0,-7.515,1.0,0.0506,0.205,3.68e-05,0.128,0.43,115.34700000000001,4.0,En dag,1989, Sweden,Tommy Nilsson,Swedish,4,110
158,0.57,0.618,0.0,-7.515,1.0,0.0506,0.205,3.68e-05,0.128,0.43,115.34700000000001,4.0,Nur ein Lied,1989, Austria,Thomas Forstner,German,5,97
159,0.57,0.618,0.0,-7.515,1.0,0.0506,0.205,3.68e-05,0.128,0.43,115.34700000000001,4.0,Canzone per te,1991,  Switzerland,Sandra Simo,Italian,5,118
160,0.57,0.618,0.0,-7.515,1.0,0.0506,0.205,3.68e-05,0.128,0.43,115.34700000000001,4.0,Cest le dernier qui a parle qui a raison,1991, France,Amina,French,2,146
161,0.57,0.618,0.0,-7.515,1.0,0.0506,0.205,3.68e-05,0.128,0.43,115.34700000000001,4.0,Kan ,1991, Israel,Duo Datz,Hebrew,3,139
162,0.57,0.618,0.0,-7.515,1.0,0.0506,0.205,3.68e-05,0.128,0.43,115.34700000000001,4.0,Olou tou kosmou i Elpida     ,1992, Greece,Cleopatra,Greek,5,94
163,0.57,0.618,0.0,-7.515,1.0,0.0506,0.205,3.68e-05,0.128,0.43,115.34700000000001,4.0,Rapsodia,1992, Italy,Mia Martini ,Italian,4,111
164,0.57,0.618,0.0,-7.515,1.0,0.0506,0.205,3.68e-05,0.128,0.43,115.34700000000001,4.0,Moi tout simplement,1993,  Switzerland,Annie Cotton,French,3,148
165,0.57,0.618,0.0,-7.515,1.0,0.0506,0.205,3.68e-05,0.128,0.43,115.34700000000001,4.0,Mama Corsica,1993, France,Patrick Fiori,French Corsican,4,121
166,0.57,0.618,0.0,-7.515,1.0,0.0506,0.205,3.68e-05,0.128,0.43,115.34700000000001,4.0,Better the Devil You Know,1993, United Kingdom,Sonia,English,2,164
167,0.57,0.618,0.0,-7.515,1.0,0.0506,0.205,3.68e-05,0.128,0.43,115.34700000000001,4.0,Wir geben ne Party,1994, Germany,MeKaDo,German English,3,128
168,0.57,0.618,0.0,-7.515,1.0,0.0506,0.205,3.68e-05,0.128,0.43,115.34700000000001,4.0,To nie ja,1994, Poland,Edyta Gorniak,Polish,2,166
169,0.57,0.618,0.0,-7.515,1.0,0.0506,0.205,3.68e-05,0.128,0.43,115.34700000000001,4.0,Il me donne rendezvous,1995, France,Nathalie Santamaria,French,4,94
170,0.57,0.618,0.0,-7.515,1.0,0.0506,0.205,3.68e-05,0.128,0.43,115.34700000000001,4.0,Fra Mols til Skagen,1995, Denmark,Aud Wilken,Danish,5,92
171,0.57,0.618,0.0,-7.515,1.0,0.0506,0.205,3.68e-05,0.128,0.43,115.34700000000001,4.0,Kaelakee haal,1996, Estonia,MaarjaLiis Ilus  Ivo Linna,Estonian,5,94
172,0.57,0.618,0.0,-7.515,1.0,0.0506,0.205,3.68e-05,0.128,0.43,115.34700000000001,4.0,I evighet,1996, Norway,Elisabeth Andreassen ,Norwegian,2,114
173,0.57,0.618,0.0,-7.515,1.0,0.0506,0.205,3.68e-05,0.128,0.43,115.34700000000001,4.0,Mana mou  ,1997, Cyprus,Hara  Andreas Konstantinou,Greek,5,98
174,0.57,0.618,0.0,-7.515,1.0,0.0506,0.205,3.68e-05,0.128,0.43,115.34700000000001,4.0,Dinle,1997, Turkey,ebnem Paker   Grup Etnic,Turkish,3,121
175,0.57,0.618,0.0,-7.515,1.0,0.0506,0.205,3.68e-05,0.128,0.43,115.34700000000001,4.0,Mysterious Woman,1997, Ireland,Marc Roberts,English,2,157
176,0.57,0.618,0.0,-7.515,1.0,0.0506,0.205,3.68e-05,0.128,0.43,115.34700000000001,4.0,Where Are You,1998, United Kingdom,Imaani,English,2,166
177,0.57,0.618,0.0,-7.515,1.0,0.0506,0.205,3.68e-05,0.128,0.43,115.34700000000001,4.0,Marija Magdalena,1999, Croatia,Doris Dragovi ,Croatian,4,118
178,0.57,0.618,0.0,-7.515,1.0,0.0506,0.205,3.68e-05,0.128,0.43,115.34700000000001,4.0,Take Me to Your Heaven,1999, Sweden,Charlotte Nilsson Perrelli,English,1,163
179,0.57,0.618,0.0,-7.515,1.0,0.0506,0.205,3.68e-05,0.128,0.43,115.34700000000001,4.0,Happy Birthday Yom huledet  ,1999, Israel,Eden,HebrewEnglish,5,93
180,0.57,0.618,0.0,-7.515,1.0,0.0506,0.205,3.68e-05,0.128,0.43,115.34700000000001,4.0,Reise nach Jerusalem  Kuduse seyahat,1999, Germany,Surpriz,GermanTurkish,3,140
181,0.57,0.618,0.0,-7.515,1.0,0.0506,0.205,3.68e-05,0.128,0.43,115.34700000000001,4.0,Once in a Lifetime,2000, Estonia,Ines,English,4,98
182,0.57,0.618,0.0,-7.515,1.0,0.0506,0.205,3.68e-05,0.128,0.43,115.34700000000001,4.0,Wadde hadde dudde da,2000, Germany,Stefan Raab,GermanEnglish,5,96
183,0.57,0.618,0.0,-7.515,1.0,0.0506,0.205,3.68e-05,0.128,0.43,115.34700000000001,4.0,Je nai que mon ame,2001, France,Natasha StPier,FrenchEnglish,4,142
184,0.57,0.618,0.0,-7.515,1.0,0.0506,0.205,3.68e-05,0.128,0.43,115.34700000000001,4.0,Everybody,2001, Estonia,Tanel Padar Dave Benton  XL,English,1,198
185,0.57,0.618,0.0,-7.515,1.0,0.0506,0.205,3.68e-05,0.128,0.43,115.34700000000001,4.0,Come Back,2002, United Kingdom,Jessica Garlick,English,3,111
186,0.57,0.618,0.0,-7.515,1.0,0.0506,0.205,3.68e-05,0.128,0.43,115.34700000000001,4.0,Il faut du temps Je me battrai pour ca,2002, France,Sandrine Francois,French,5,104
187,0.57,0.618,0.0,-7.515,1.0,0.0506,0.205,3.68e-05,0.128,0.43,115.34700000000001,4.0,th Wonder,2002, Malta,Ira Losco,English,2,164
188,0.57,0.618,0.0,-7.515,1.0,0.0506,0.205,3.68e-05,0.128,0.43,115.34700000000001,4.0,Ne ver ne boysya    ,2003, Russia,tATu,Russian English,3,164
189,0.57,0.618,0.0,-7.515,1.0,0.0506,0.205,3.68e-05,0.128,0.43,115.34700000000001,4.0,Im Not Afraid to Move On,2003, Norway,Jostein Hasselgard,English,4,123
190,0.57,0.618,0.0,-7.515,1.0,0.0506,0.205,3.68e-05,0.128,0.43,115.34700000000001,4.0,Wild Dances Dyki tantsi  ,2004, Ukraine,Ruslana,EnglishUkrainian,1,280
191,0.57,0.618,0.0,-7.515,1.0,0.0506,0.205,3.68e-05,0.128,0.43,115.34700000000001,4.0,Stronger Every Minute,2004, Cyprus,Lisa Andreas,English,5,170
192,0.57,0.618,0.0,-7.515,1.0,0.0506,0.205,3.68e-05,0.128,0.43,115.34700000000001,4.0,Lane moje  ,2004, Serbia and Montenegro,Zeljko Joksimovi  Ad Hoc Orchestra,Serbian,2,263
193,0.57,0.618,0.0,-7.515,1.0,0.0506,0.205,3.68e-05,0.128,0.43,115.34700000000001,4.0,Hasheket shenishar  ,2005, Israel,Shiri Maimon,HebrewEnglish,4,154
194,0.57,0.618,0.0,-7.515,1.0,0.0506,0.205,3.68e-05,0.128,0.43,115.34700000000001,4.0,Let Me Try,2005, Romania,Luminia Anghel  Sistem,English,3,158
195,0.57,0.618,0.0,-7.515,1.0,0.0506,0.205,3.68e-05,0.128,0.43,115.34700000000001,4.0,Never Let You Go,2006, Russia,Dima Bilan,English,2,248
196,0.57,0.618,0.0,-7.515,1.0,0.0506,0.205,3.68e-05,0.128,0.43,115.34700000000001,4.0,Tornero,2006, Romania,Mihai Tristariu,EnglishItalian,4,172
197,0.57,0.618,0.0,-7.515,1.0,0.0506,0.205,3.68e-05,0.128,0.43,115.34700000000001,4.0,Water Voda ,2007, Bulgaria,Elitsa Todorova  Stoyan Yankoulov,Bulgarian,5,157
198,0.57,0.618,0.0,-7.515,1.0,0.0506,0.205,3.68e-05,0.128,0.43,115.34700000000001,4.0,Molitva ,2007, Serbia,Marija Serifovi,Serbian,1,268
199,0.57,0.618,0.0,-7.515,1.0,0.0506,0.205,3.68e-05,0.128,0.43,115.34700000000001,4.0,Shake It Up ekerim,2007, Turkey,Kenan Doulu,English,4,163
200,0.57,0.618,0.0,-7.515,1.0,0.0506,0.205,3.68e-05,0.128,0.43,115.34700000000001,4.0,Hold on Be Strong,2008, Norway,Maria Haukaas Storeng,English,5,182
201,0.57,0.618,0.0,-7.515,1.0,0.0506,0.205,3.68e-05,0.128,0.43,115.34700000000001,4.0,Believe,2008, Russia,Dima Bilan ,English,1,272
202,0.57,0.618,0.0,-7.515,1.0,0.0506,0.205,3.68e-05,0.128,0.43,115.34700000000001,4.0,Always,2009, Azerbaijan,AySel  Arash,English,3,207
203,0.57,0.618,0.0,-7.515,1.0,0.0506,0.205,3.68e-05,0.128,0.43,115.34700000000001,4.0,Its My Time,2009, United Kingdom,Jade Ewen,English,5,173
204,0.57,0.618,0.0,-7.515,1.0,0.0506,0.205,3.68e-05,0.128,0.43,115.34700000000001,4.0,Running Scared,2011, Azerbaijan,EllNikki,English,1,221
205,0.57,0.618,0.0,-7.515,1.0,0.0506,0.205,3.68e-05,0.128,0.43,115.34700000000001,4.0,Madness of Love Follia damore,2011, Italy,Raphael Gualazzi,ItalianEnglish,2,189
206,0.57,0.618,0.0,-7.515,1.0,0.0506,0.205,3.68e-05,0.128,0.43,115.34700000000001,4.0,Party for Everybody,2012, Russia,Buranovskiye Babushki,Udmurt English,2,259
207,0.57,0.618,0.0,-7.515,1.0,0.0506,0.205,3.68e-05,0.128,0.43,115.34700000000001,4.0,Nije ljubav stvar   ,2012, Serbia,Zeljko Joksimovi ,Serbian,3,214
208,0.57,0.618,0.0,-7.515,1.0,0.0506,0.205,3.68e-05,0.128,0.43,115.34700000000001,4.0,What If,2013, Russia,Dina Garipova,English,5,174
209,0.57,0.618,0.0,-7.515,1.0,0.0506,0.205,3.68e-05,0.128,0.43,115.34700000000001,4.0,Not Alone,2014, Armenia,Aram MP,English,4,174
210,0.57,0.618,0.0,-7.515,1.0,0.0506,0.205,3.68e-05,0.128,0.43,115.34700000000001,4.0,Running,2014, Hungary,Andras KallaySaunders,English,5,143
211,0.57,0.618,0.0,-7.515,1.0,0.0506,0.205,3.68e-05,0.128,0.43,115.34700000000001,4.0,Tonight Again,2015, Australia,Guy Sebastian,English,5,196
212,0.57,0.618,0.0,-7.515,1.0,0.0506,0.205,3.68e-05,0.128,0.43,115.34700000000001,4.0,1994,2016, Ukraine,Jamala,EnglishCrimean Tatar,1,534
