,Year,(semi-) final,Jury or Televoting,From country,To country,Points,2_minority_in_1
27370,2008,sf2,J,France,Ukraine,3,0.0
27371,2009,f,J,France,Ukraine,0,0.0
27372,2009,sf2,J,France,Ukraine,0,0.0
27373,2010,f,J,France,Ukraine,2,0.0
27374,2011,f,J,France,Ukraine,0,0.0
27375,2011,sf2,J,France,Ukraine,0,0.0
27376,2012,f,J,France,Ukraine,0,0.0
27377,2012,sf2,J,France,Ukraine,2,0.0
27378,2013,f,J,France,Ukraine,0,0.0
27379,2014,f,J,France,Ukraine,0,0.0
27380,2014,sf1,J,France,Ukraine,0,0.0
27381,2016,f,J,France,Ukraine,0,0.0
27382,2016,f,T,France,Ukraine,10,0.0
27383,2003,f,J,Germany,Ukraine,0,0.0
27384,2004,f,J,Germany,Ukraine,6,0.0
27385,2004,sf,J,Germany,Ukraine,6,0.0
27386,2005,f,J,Germany,Ukraine,0,0.0
27387,2006,f,J,Germany,Ukraine,0,0.0
27388,2006,sf,J,Germany,Ukraine,0,0.0
27389,2007,f,J,Germany,Ukraine,5,0.0
27390,2008,f,J,Germany,Ukraine,0,0.0
27391,2009,f,J,Germany,Ukraine,0,0.0
27392,2010,f,J,Germany,Ukraine,0,0.0
27393,2011,f,J,Germany,Ukraine,0,0.0
27394,2011,sf2,J,Germany,Ukraine,0,0.0
27395,2012,f,J,Germany,Ukraine,0,0.0
27396,2012,sf2,J,Germany,Ukraine,0,0.0
27397,2013,f,J,Germany,Ukraine,0,0.0
27398,2014,f,J,Germany,Ukraine,0,0.0
27399,2016,f,J,Germany,Ukraine,7,0.0
27400,2016,f,T,Germany,Ukraine,6,0.0
27401,2016,sf2,J,Germany,Ukraine,6,0.0
27402,2016,sf2,T,Germany,Ukraine,8,0.0
27403,2003,f,J,Greece,Ukraine,0,0.0
27404,2004,f,J,Greece,Ukraine,7,0.0
27405,2004,sf,J,Greece,Ukraine,7,0.0
27406,2005,f,J,Greece,Ukraine,0,0.0
27407,2006,f,J,Greece,Ukraine,5,0.0
27408,2006,sf,J,Greece,Ukraine,4,0.0
27409,2007,f,J,Greece,Ukraine,7,0.0
27410,2008,f,J,Greece,Ukraine,6,0.0
27411,2009,f,J,Greece,Ukraine,0,0.0
27412,2009,sf2,J,Greece,Ukraine,3,0.0
27413,2010,f,J,Greece,Ukraine,0,0.0
27414,2011,f,J,Greece,Ukraine,7,0.0
27415,2012,f,J,Greece,Ukraine,1,0.0
27416,2013,f,J,Greece,Ukraine,8,0.0
27417,2014,f,J,Greece,Ukraine,5,0.0
27418,2016,f,J,Greece,Ukraine,2,0.0
27419,2016,f,T,Greece,Ukraine,6,0.0
27420,2003,f,J,Iceland,Ukraine,0,0.0
27421,2004,f,J,Iceland,Ukraine,12,0.0
27422,2004,sf,J,Iceland,Ukraine,10,0.0
27423,2005,f,J,Iceland,Ukraine,0,0.0
27424,2006,f,J,Iceland,Ukraine,6,0.0
27425,2006,sf,J,Iceland,Ukraine,5,0.0
27426,2007,f,J,Iceland,Ukraine,6,0.0
27427,2008,f,J,Iceland,Ukraine,5,0.0
27428,2008,sf2,J,Iceland,Ukraine,6,0.0
27429,2009,f,J,Iceland,Ukraine,0,0.0
27430,2010,f,J,Iceland,Ukraine,0,0.0
27431,2011,f,J,Iceland,Ukraine,0,0.0
27432,2012,f,J,Iceland,Ukraine,0,0.0
27433,2013,f,J,Iceland,Ukraine,3,0.0
27434,2014,f,J,Iceland,Ukraine,0,0.0
27435,2014,sf1,J,Iceland,Ukraine,7,0.0
27436,2016,f,J,Iceland,Ukraine,0,0.0
27437,2016,f,T,Iceland,Ukraine,0,0.0
27438,2003,f,J,Ireland,Ukraine,0,1.0
27439,2004,f,J,Ireland,Ukraine,7,1.0
27440,2004,sf,J,Ireland,Ukraine,10,1.0
27441,2005,f,J,Ireland,Ukraine,0,1.0
27442,2006,f,J,Ireland,Ukraine,1,1.0
27443,2006,sf,J,Ireland,Ukraine,3,1.0
27444,2007,f,J,Ireland,Ukraine,8,1.0
27445,2008,f,J,Ireland,Ukraine,6,1.0
27446,2009,f,J,Ireland,Ukraine,0,1.0
27447,2009,sf2,J,Ireland,Ukraine,3,1.0
27448,2010,f,J,Ireland,Ukraine,0,1.0
27449,2010,sf2,J,Ireland,Ukraine,2,1.0
27450,2011,f,J,Ireland,Ukraine,0,1.0
27451,2011,sf2,J,Ireland,Ukraine,0,1.0
27452,2012,f,J,Ireland,Ukraine,3,1.0
27453,2013,f,J,Ireland,Ukraine,8,1.0
27454,2013,sf1,J,Ireland,Ukraine,2,1.0
27455,2014,f,J,Ireland,Ukraine,0,1.0
27456,2016,f,J,Ireland,Ukraine,0,1.0
27457,2016,f,T,Ireland,Ukraine,4,1.0
27458,2016,sf2,J,Ireland,Ukraine,0,1.0
27459,2016,sf2,T,Ireland,Ukraine,4,1.0
27460,2003,f,J,Israel,Ukraine,4,0.0
27461,2004,f,J,Israel,Ukraine,12,0.0
27462,2004,sf,J,Israel,Ukraine,10,0.0
27463,2005,f,J,Israel,Ukraine,0,0.0
27464,2006,f,J,Israel,Ukraine,6,0.0
27465,2006,sf,J,Israel,Ukraine,8,0.0
27466,2007,f,J,Israel,Ukraine,10,0.0
27467,2008,f,J,Israel,Ukraine,10,0.0
27468,2009,f,J,Israel,Ukraine,2,0.0
27469,2010,f,J,Israel,Ukraine,2,0.0
27470,2010,sf2,J,Israel,Ukraine,2,0.0
27471,2011,f,J,Israel,Ukraine,7,0.0
27472,2011,sf2,J,Israel,Ukraine,8,0.0
27473,2012,f,J,Israel,Ukraine,0,0.0
27474,2013,f,J,Israel,Ukraine,10,0.0
27475,2014,f,J,Israel,Ukraine,5,0.0
27476,2016,f,J,Israel,Ukraine,12,0.0
27477,2016,f,T,Israel,Ukraine,8,0.0
27478,2016,sf2,J,Israel,Ukraine,10,0.0
27479,2016,sf2,T,Israel,Ukraine,7,0.0
27480,2003,f,J,Latvia,Ukraine,5,1.0
27481,2004,f,J,Latvia,Ukraine,12,1.0
27482,2004,sf,J,Latvia,Ukraine,10,1.0
27483,2005,f,J,Latvia,Ukraine,0,1.0
27484,2006,f,J,Latvia,Ukraine,5,1.0
27485,2006,sf,J,Latvia,Ukraine,6,1.0
27486,2007,f,J,Latvia,Ukraine,12,1.0
27487,2008,f,J,Latvia,Ukraine,10,1.0
27488,2008,sf2,J,Latvia,Ukraine,6,1.0
27489,2009,f,J,Latvia,Ukraine,0,1.0
27490,2009,sf2,J,Latvia,Ukraine,6,1.0
27491,2010,f,J,Latvia,Ukraine,7,1.0
27492,2011,f,J,Latvia,Ukraine,0,1.0
27493,2011,sf2,J,Latvia,Ukraine,0,1.0
27494,2012,f,J,Latvia,Ukraine,6,1.0
27495,2013,f,J,Latvia,Ukraine,7,1.0
27496,2014,f,J,Latvia,Ukraine,7,1.0
27497,2014,sf1,J,Latvia,Ukraine,7,1.0
27498,2016,f,J,Latvia,Ukraine,12,1.0
27499,2016,f,T,Latvia,Ukraine,10,1.0
27500,2016,sf2,J,Latvia,Ukraine,10,1.0
27501,2016,sf2,T,Latvia,Ukraine,12,1.0
27502,2003,f,J,Malta,Ukraine,0,0.0
27503,2004,f,J,Malta,Ukraine,8,0.0
27504,2004,sf,J,Malta,Ukraine,10,0.0
27505,2005,f,J,Malta,Ukraine,0,0.0
27506,2006,f,J,Malta,Ukraine,2,0.0
27507,2006,sf,J,Malta,Ukraine,3,0.0
27508,2007,f,J,Malta,Ukraine,3,0.0
27509,2008,f,J,Malta,Ukraine,10,0.0
27510,2008,sf2,J,Malta,Ukraine,8,0.0
27511,2009,f,J,Malta,Ukraine,2,0.0
27512,2010,f,J,Malta,Ukraine,0,0.0
27513,2011,f,J,Malta,Ukraine,4,0.0
27514,2012,f,J,Malta,Ukraine,7,0.0
27515,2012,sf2,J,Malta,Ukraine,6,0.0
27516,2013,f,J,Malta,Ukraine,10,0.0
27517,2014,f,J,Malta,Ukraine,0,0.0
27518,2016,f,J,Malta,Ukraine,0,0.0
27519,2016,f,T,Malta,Ukraine,4,0.0
27520,2003,f,J,Norway,Ukraine,0,0.0
27521,2004,f,J,Norway,Ukraine,7,0.0
27522,2004,sf,J,Norway,Ukraine,7,0.0
27523,2005,f,J,Norway,Ukraine,0,0.0
27524,2006,f,J,Norway,Ukraine,0,0.0
27525,2006,sf,J,Norway,Ukraine,0,0.0
27526,2007,f,J,Norway,Ukraine,2,0.0
27527,2008,f,J,Norway,Ukraine,0,0.0
27528,2009,f,J,Norway,Ukraine,5,0.0
27529,2009,sf2,J,Norway,Ukraine,0,0.0
27530,2010,f,J,Norway,Ukraine,0,0.0
27531,2010,sf2,J,Norway,Ukraine,4,0.0
27532,2011,f,J,Norway,Ukraine,0,0.0
27533,2012,f,J,Norway,Ukraine,1,0.0
27534,2012,sf2,J,Norway,Ukraine,2,0.0
27535,2013,f,J,Norway,Ukraine,1,0.0
27536,2014,f,J,Norway,Ukraine,0,0.0
27537,2016,f,J,Norway,Ukraine,4,0.0
27538,2016,f,T,Norway,Ukraine,4,0.0
27539,2016,sf2,J,Norway,Ukraine,6,0.0
27540,2016,sf2,T,Norway,Ukraine,4,0.0
27541,2003,f,J,Poland,Ukraine,10,1.0
27542,2004,f,J,Poland,Ukraine,12,1.0
27543,2004,sf,J,Poland,Ukraine,0,1.0
27544,2005,f,J,Poland,Ukraine,12,1.0
27545,2006,f,J,Poland,Ukraine,6,1.0
27546,2006,sf,J,Poland,Ukraine,6,1.0
27547,2007,f,J,Poland,Ukraine,12,1.0
27548,2008,f,J,Poland,Ukraine,10,1.0
27549,2009,f,J,Poland,Ukraine,10,1.0
27550,2009,sf2,J,Poland,Ukraine,7,1.0
27551,2010,f,J,Poland,Ukraine,3,1.0
27552,2011,f,J,Poland,Ukraine,2,1.0
27553,2014,f,J,Poland,Ukraine,5,1.0
27554,2016,f,J,Poland,Ukraine,12,1.0
27555,2016,f,T,Poland,Ukraine,12,1.0
27556,2016,sf2,J,Poland,Ukraine,12,1.0
27557,2016,sf2,T,Poland,Ukraine,12,1.0
27558,2003,f,J,Portugal,Ukraine,0,1.0
27559,2004,f,J,Portugal,Ukraine,10,1.0
27560,2004,sf,J,Portugal,Ukraine,12,1.0
27561,2005,f,J,Portugal,Ukraine,7,1.0
27562,2006,f,J,Portugal,Ukraine,12,1.0
27563,2006,sf,J,Portugal,Ukraine,10,1.0
27564,2007,f,J,Portugal,Ukraine,12,1.0
27565,2008,f,J,Portugal,Ukraine,12,1.0
27566,2008,sf2,J,Portugal,Ukraine,12,1.0
27567,2009,f,J,Portugal,Ukraine,6,1.0
27568,2010,f,J,Portugal,Ukraine,0,1.0
27569,2011,f,J,Portugal,Ukraine,7,1.0
27570,2012,f,J,Portugal,Ukraine,1,1.0
27571,2012,sf2,J,Portugal,Ukraine,2,1.0
27572,2014,f,J,Portugal,Ukraine,0,1.0
27573,2014,sf1,J,Portugal,Ukraine,7,1.0
27574,2003,f,J,Romania,Ukraine,0,1.0
27575,2004,f,J,Romania,Ukraine,6,1.0
27576,2004,sf,J,Romania,Ukraine,7,1.0
27577,2005,f,J,Romania,Ukraine,0,1.0
27578,2006,f,J,Romania,Ukraine,3,1.0
27579,2006,sf,J,Romania,Ukraine,8,1.0
27580,2007,f,J,Romania,Ukraine,4,1.0
27581,2008,f,J,Romania,Ukraine,3,1.0
27582,2009,f,J,Romania,Ukraine,0,1.0
27583,2010,f,J,Romania,Ukraine,5,1.0
27584,2010,sf2,J,Romania,Ukraine,5,1.0
27585,2011,f,J,Romania,Ukraine,2,1.0
27586,2011,sf2,J,Romania,Ukraine,2,1.0
27587,2012,f,J,Romania,Ukraine,0,1.0
27588,2013,f,J,Romania,Ukraine,4,1.0
27589,2014,f,J,Romania,Ukraine,0,1.0
27590,2003,f,J,Russia,Ukraine,8,1.0
27591,2004,f,J,Russia,Ukraine,12,1.0
27592,2004,sf,J,Russia,Ukraine,0,1.0
27593,2005,f,J,Russia,Ukraine,2,1.0
27594,2006,f,J,Russia,Ukraine,10,1.0
27595,2006,sf,J,Russia,Ukraine,10,1.0
27596,2007,f,J,Russia,Ukraine,8,1.0
27597,2008,f,J,Russia,Ukraine,8,1.0
27598,2009,f,J,Russia,Ukraine,2,1.0
27599,2009,sf2,J,Russia,Ukraine,7,1.0
27600,2010,f,J,Russia,Ukraine,7,1.0
27601,2011,f,J,Russia,Ukraine,10,1.0
27602,2012,f,J,Russia,Ukraine,8,1.0
27603,2013,f,J,Russia,Ukraine,1,1.0
27604,2013,sf1,J,Russia,Ukraine,7,1.0
27605,2014,f,J,Russia,Ukraine,7,1.0
27606,2014,sf1,J,Russia,Ukraine,7,1.0
27607,2016,f,J,Russia,Ukraine,0,1.0
27608,2016,f,T,Russia,Ukraine,10,1.0
27609,2003,f,J,Slovenia,Ukraine,0,0.0
27610,2004,f,J,Slovenia,Ukraine,8,0.0
27611,2004,sf,J,Slovenia,Ukraine,8,0.0
27612,2005,f,J,Slovenia,Ukraine,0,0.0
27613,2006,f,J,Slovenia,Ukraine,2,0.0
27614,2006,sf,J,Slovenia,Ukraine,2,0.0
27615,2007,f,J,Slovenia,Ukraine,4,0.0
27616,2008,f,J,Slovenia,Ukraine,2,0.0
27617,2009,f,J,Slovenia,Ukraine,0,0.0
27618,2009,sf2,J,Slovenia,Ukraine,0,0.0
27619,2010,f,J,Slovenia,Ukraine,0,0.0
27620,2010,sf2,J,Slovenia,Ukraine,1,0.0
27621,2011,f,J,Slovenia,Ukraine,6,0.0
27622,2011,sf2,J,Slovenia,Ukraine,6,0.0
27623,2012,f,J,Slovenia,Ukraine,0,0.0
27624,2012,sf2,J,Slovenia,Ukraine,0,0.0
27625,2013,f,J,Slovenia,Ukraine,0,0.0
27626,2013,sf1,J,Slovenia,Ukraine,12,0.0
27627,2014,f,J,Slovenia,Ukraine,0,0.0
27628,2016,f,J,Slovenia,Ukraine,12,0.0
27629,2016,f,T,Slovenia,Ukraine,7,0.0
27630,2016,sf2,J,Slovenia,Ukraine,8,0.0
27631,2016,sf2,T,Slovenia,Ukraine,8,0.0
27632,2003,f,J,Spain,Ukraine,0,0.0
27633,2004,f,J,Spain,Ukraine,8,0.0
27634,2004,sf,J,Spain,Ukraine,10,0.0
27635,2005,f,J,Spain,Ukraine,1,0.0
27636,2006,f,J,Spain,Ukraine,3,0.0
27637,2006,sf,J,Spain,Ukraine,3,0.0
27638,2007,f,J,Spain,Ukraine,7,0.0
27639,2008,f,J,Spain,Ukraine,7,0.0
27640,2009,f,J,Spain,Ukraine,6,0.0
27641,2009,sf2,J,Spain,Ukraine,10,0.0
27642,2010,f,J,Spain,Ukraine,0,0.0
27643,2011,f,J,Spain,Ukraine,0,0.0
27644,2012,f,J,Spain,Ukraine,2,0.0
27645,2013,f,J,Spain,Ukraine,10,0.0
27646,2014,f,J,Spain,Ukraine,6,0.0
27647,2014,sf1,J,Spain,Ukraine,5,0.0
27648,2016,f,J,Spain,Ukraine,0,0.0
27649,2016,f,T,Spain,Ukraine,7,0.0
27650,2003,f,J,Sweden,Ukraine,0,0.0
27651,2004,f,J,Sweden,Ukraine,10,0.0
27652,2004,sf,J,Sweden,Ukraine,6,0.0
27653,2005,f,J,Sweden,Ukraine,0,0.0
27654,2006,f,J,Sweden,Ukraine,1,0.0
27655,2006,sf,J,Sweden,Ukraine,0,0.0
27656,2007,f,J,Sweden,Ukraine,3,0.0
27657,2008,f,J,Sweden,Ukraine,0,0.0
27658,2008,sf2,J,Sweden,Ukraine,3,0.0
27659,2009,f,J,Sweden,Ukraine,0,0.0
27660,2010,f,J,Sweden,Ukraine,0,0.0
27661,2010,sf2,J,Sweden,Ukraine,0,0.0
27662,2011,f,J,Sweden,Ukraine,2,0.0
27663,2011,sf2,J,Sweden,Ukraine,3,0.0
27664,2012,f,J,Sweden,Ukraine,0,0.0
27665,2012,sf2,J,Sweden,Ukraine,6,0.0
27666,2013,f,J,Sweden,Ukraine,0,0.0
27667,2013,sf1,J,Sweden,Ukraine,1,0.0
27668,2014,f,J,Sweden,Ukraine,0,0.0
27669,2014,sf1,J,Sweden,Ukraine,6,0.0
27670,2016,f,J,Sweden,Ukraine,0,0.0
27671,2016,f,T,Sweden,Ukraine,7,0.0
27672,2003,f,J,The Netherlands,Ukraine,0,0.0
27673,2004,f,J,The Netherlands,Ukraine,7,0.0
27674,2004,sf,J,The Netherlands,Ukraine,7,0.0
27675,2005,f,J,The Netherlands,Ukraine,0,0.0
27676,2006,f,J,The Netherlands,Ukraine,1,0.0
27677,2006,sf,J,The Netherlands,Ukraine,0,0.0
27678,2007,f,J,The Netherlands,Ukraine,1,0.0
27679,2008,f,J,The Netherlands,Ukraine,0,0.0
27680,2009,f,J,The Netherlands,Ukraine,0,0.0
27681,2009,sf2,J,The Netherlands,Ukraine,0,0.0
27682,2010,f,J,The Netherlands,Ukraine,7,0.0
27683,2010,sf2,J,The Netherlands,Ukraine,2,0.0
27684,2011,f,J,The Netherlands,Ukraine,0,0.0
27685,2011,sf2,J,The Netherlands,Ukraine,0,0.0
27686,2012,f,J,The Netherlands,Ukraine,0,0.0
27687,2012,sf2,J,The Netherlands,Ukraine,0,0.0
27688,2013,f,J,The Netherlands,Ukraine,5,0.0
27689,2013,sf1,J,The Netherlands,Ukraine,8,0.0
27690,2014,f,J,The Netherlands,Ukraine,0,0.0
27691,2014,sf1,J,The Netherlands,Ukraine,5,0.0
27692,2016,f,J,The Netherlands,Ukraine,3,0.0
27693,2016,f,T,The Netherlands,Ukraine,7,0.0
27694,2003,f,J,Turkey,Ukraine,0,0.0
27695,2004,f,J,Turkey,Ukraine,12,0.0
27696,2004,sf,J,Turkey,Ukraine,8,0.0
27697,2005,f,J,Turkey,Ukraine,0,0.0
27698,2006,f,J,Turkey,Ukraine,8,0.0
27699,2006,sf,J,Turkey,Ukraine,7,0.0
27700,2007,f,J,Turkey,Ukraine,3,0.0
27701,2008,f,J,Turkey,Ukraine,8,0.0
27702,2008,sf2,J,Turkey,Ukraine,12,0.0
27703,2009,f,J,Turkey,Ukraine,0,0.0
27704,2010,f,J,Turkey,Ukraine,1,0.0
27705,2010,sf2,J,Turkey,Ukraine,3,0.0
27706,2011,f,J,Turkey,Ukraine,7,0.0
27707,2012,f,J,Turkey,Ukraine,0,0.0
27708,2012,sf2,J,Turkey,Ukraine,0,0.0
27709,2003,f,J,Ukraine,Austria,0,0.0
27710,2004,f,J,Ukraine,Austria,0,0.0
27711,2005,sf,J,Ukraine,Austria,0,0.0
27712,2007,sf,J,Ukraine,Austria,0,0.0
27713,2011,f,J,Ukraine,Austria,0,0.0
27714,2011,sf2,J,Ukraine,Austria,1,0.0
27715,2013,sf1,J,Ukraine,Austria,0,0.0
27716,2014,f,J,Ukraine,Austria,8,0.0
27717,2016,f,J,Ukraine,Austria,0,0.0
27718,2016,f,T,Ukraine,Austria,0,0.0
27719,2003,f,J,Ukraine,Belgium,10,0.0
27720,2004,f,J,Ukraine,Belgium,0,0.0
27721,2005,sf,J,Ukraine,Belgium,0,0.0
27722,2006,sf,J,Ukraine,Belgium,0,0.0
27723,2007,sf,J,Ukraine,Belgium,0,0.0
27724,2010,f,J,Ukraine,Belgium,1,0.0
27725,2011,sf2,J,Ukraine,Belgium,0,0.0
27726,2013,f,J,Ukraine,Belgium,0,0.0
27727,2013,sf1,J,Ukraine,Belgium,0,0.0
27728,2014,sf1,J,Ukraine,Belgium,0,0.0
27729,2016,f,J,Ukraine,Belgium,10,0.0
27730,2016,f,T,Ukraine,Belgium,0,0.0
27731,2016,sf2,J,Ukraine,Belgium,10,0.0
27732,2016,sf2,T,Ukraine,Belgium,4,0.0
27733,2003,f,J,Ukraine,Bosnia & Herzegovina,0,0.0
27734,2004,f,J,Ukraine,Bosnia & Herzegovina,0,0.0
27735,2004,sf,J,Ukraine,Bosnia & Herzegovina,0,0.0
27736,2005,f,J,Ukraine,Bosnia & Herzegovina,0,0.0
27737,2006,f,J,Ukraine,Bosnia & Herzegovina,10,0.0
27738,2006,sf,J,Ukraine,Bosnia & Herzegovina,8,0.0
27739,2007,f,J,Ukraine,Bosnia & Herzegovina,0,0.0
27740,2008,f,J,Ukraine,Bosnia & Herzegovina,0,0.0
27741,2009,f,J,Ukraine,Bosnia & Herzegovina,0,0.0
27742,2010,f,J,Ukraine,Bosnia & Herzegovina,0,0.0
27743,2011,f,J,Ukraine,Bosnia & Herzegovina,0,0.0
27744,2011,sf2,J,Ukraine,Bosnia & Herzegovina,4,0.0
27745,2012,f,J,Ukraine,Bosnia & Herzegovina,0,0.0
27746,2012,sf2,J,Ukraine,Bosnia & Herzegovina,0,0.0
27747,2003,f,J,Ukraine,Croatia,0,0.0
27748,2004,f,J,Ukraine,Croatia,7,0.0
27749,2004,sf,J,Ukraine,Croatia,8,0.0
27750,2005,f,J,Ukraine,Croatia,8,0.0
27751,2005,sf,J,Ukraine,Croatia,7,0.0
27752,2006,f,J,Ukraine,Croatia,0,0.0
27753,2007,sf,J,Ukraine,Croatia,0,0.0
27754,2008,f,J,Ukraine,Croatia,1,0.0
27755,2008,sf2,J,Ukraine,Croatia,7,0.0
27756,2009,f,J,Ukraine,Croatia,0,0.0
27757,2009,sf2,J,Ukraine,Croatia,1,0.0
27758,2010,sf2,J,Ukraine,Croatia,0,0.0
27759,2012,sf2,J,Ukraine,Croatia,1,0.0
27760,2013,sf1,J,Ukraine,Croatia,6,0.0
27761,2016,f,J,Ukraine,Croatia,0,0.0
27762,2016,f,T,Ukraine,Croatia,0,0.0
27763,2003,f,J,Ukraine,Cyprus,0,0.0
27764,2004,f,J,Ukraine,Cyprus,4,0.0
27765,2004,sf,J,Ukraine,Cyprus,7,0.0
27766,2005,f,J,Ukraine,Cyprus,0,0.0
27767,2006,sf,J,Ukraine,Cyprus,3,0.0
27768,2007,sf,J,Ukraine,Cyprus,0,0.0
27769,2008,sf2,J,Ukraine,Cyprus,0,0.0
27770,2009,sf2,J,Ukraine,Cyprus,0,0.0
27771,2010,f,J,Ukraine,Cyprus,0,0.0
27772,2010,sf2,J,Ukraine,Cyprus,4,0.0
27773,2011,sf2,J,Ukraine,Cyprus,6,0.0
27774,2012,f,J,Ukraine,Cyprus,0,0.0
27775,2013,sf1,J,Ukraine,Cyprus,0,0.0
27776,2016,f,J,Ukraine,Cyprus,0,0.0
27777,2016,f,T,Ukraine,Cyprus,0,0.0
27778,2003,f,J,Ukraine,Estonia,0,0.0
27779,2004,sf,J,Ukraine,Estonia,3,0.0
27780,2005,sf,J,Ukraine,Estonia,0,0.0
27781,2006,sf,J,Ukraine,Estonia,0,0.0
27782,2007,sf,J,Ukraine,Estonia,0,0.0
27783,2009,f,J,Ukraine,Estonia,4,0.0
27784,2009,sf2,J,Ukraine,Estonia,7,0.0
27785,2011,f,J,Ukraine,Estonia,2,0.0
27786,2011,sf2,J,Ukraine,Estonia,8,0.0
27787,2012,f,J,Ukraine,Estonia,1,0.0
27788,2012,sf2,J,Ukraine,Estonia,3,0.0
27789,2013,f,J,Ukraine,Estonia,0,0.0
27790,2013,sf1,J,Ukraine,Estonia,1,0.0
27791,2014,sf1,J,Ukraine,Estonia,0,0.0
27792,2003,f,J,Ukraine,France,0,0.0
27793,2004,f,J,Ukraine,France,0,0.0
27794,2005,f,J,Ukraine,France,0,0.0
27795,2006,f,J,Ukraine,France,0,0.0
27796,2007,f,J,Ukraine,France,0,0.0
27797,2008,f,J,Ukraine,France,0,0.0
27798,2009,f,J,Ukraine,France,3,0.0
27799,2010,f,J,Ukraine,France,0,0.0
27800,2011,f,J,Ukraine,France,5,0.0
27801,2012,f,J,Ukraine,France,0,0.0
27802,2013,f,J,Ukraine,France,0,0.0
27803,2014,f,J,Ukraine,France,0,0.0
27804,2016,f,J,Ukraine,France,0,0.0
27805,2016,f,T,Ukraine,France,0,0.0
27806,2003,f,J,Ukraine,Germany,0,0.0
27807,2004,f,J,Ukraine,Germany,0,0.0
27808,2005,f,J,Ukraine,Germany,0,0.0
27809,2006,f,J,Ukraine,Germany,0,0.0
27810,2007,f,J,Ukraine,Germany,0,0.0
27811,2008,f,J,Ukraine,Germany,0,0.0
27812,2009,f,J,Ukraine,Germany,0,0.0
27813,2010,f,J,Ukraine,Germany,5,0.0
27814,2011,f,J,Ukraine,Germany,0,0.0
27815,2012,f,J,Ukraine,Germany,0,0.0
27816,2013,f,J,Ukraine,Germany,0,0.0
27817,2014,f,J,Ukraine,Germany,5,0.0
27818,2016,f,J,Ukraine,Germany,0,0.0
27819,2016,f,T,Ukraine,Germany,0,0.0
27820,2003,f,J,Ukraine,Greece,0,0.0
27821,2004,f,J,Ukraine,Greece,8,0.0
27822,2004,sf,J,Ukraine,Greece,10,0.0
27823,2005,f,J,Ukraine,Greece,0,0.0
27824,2006,f,J,Ukraine,Greece,0,0.0
27825,2007,f,J,Ukraine,Greece,0,0.0
27826,2008,f,J,Ukraine,Greece,2,0.0
27827,2009,f,J,Ukraine,Greece,0,0.0
27828,2009,sf2,J,Ukraine,Greece,4,0.0
27829,2010,f,J,Ukraine,Greece,0,0.0
27830,2011,f,J,Ukraine,Greece,6,0.0
27831,2012,f,J,Ukraine,Greece,5,0.0
27832,2013,f,J,Ukraine,Greece,0,0.0
27833,2014,f,J,Ukraine,Greece,0,0.0
27834,2003,f,J,Ukraine,Iceland,4,0.0
27835,2004,f,J,Ukraine,Iceland,0,0.0
27836,2005,sf,J,Ukraine,Iceland,0,0.0
27837,2006,sf,J,Ukraine,Iceland,0,0.0
27838,2007,sf,J,Ukraine,Iceland,0,0.0
27839,2008,f,J,Ukraine,Iceland,0,0.0
27840,2008,sf2,J,Ukraine,Iceland,1,0.0
27841,2009,f,J,Ukraine,Iceland,0,0.0
27842,2010,f,J,Ukraine,Iceland,0,0.0
27843,2011,f,J,Ukraine,Iceland,0,0.0
27844,2012,f,J,Ukraine,Iceland,0,0.0
27845,2013,f,J,Ukraine,Iceland,0,0.0
27846,2014,f,J,Ukraine,Iceland,0,0.0
27847,2014,sf1,J,Ukraine,Iceland,3,0.0
27848,2003,f,J,Ukraine,Ireland,1,0.0
27849,2004,f,J,Ukraine,Ireland,0,0.0
27850,2005,sf,J,Ukraine,Ireland,0,0.0
27851,2006,f,J,Ukraine,Ireland,2,0.0
27852,2006,sf,J,Ukraine,Ireland,0,0.0
27853,2007,f,J,Ukraine,Ireland,0,0.0
27854,2009,sf2,J,Ukraine,Ireland,0,0.0
27855,2010,f,J,Ukraine,Ireland,0,0.0
27856,2010,sf2,J,Ukraine,Ireland,0,0.0
27857,2011,f,J,Ukraine,Ireland,0,0.0
27858,2011,sf2,J,Ukraine,Ireland,2,0.0
27859,2012,f,J,Ukraine,Ireland,0,0.0
27860,2013,f,J,Ukraine,Ireland,0,0.0
27861,2013,sf1,J,Ukraine,Ireland,3,0.0
27862,2016,sf2,J,Ukraine,Ireland,2,0.0
27863,2016,sf2,T,Ukraine,Ireland,0,0.0
27864,2003,f,J,Ukraine,Israel,0,0.0
27865,2004,sf,J,Ukraine,Israel,0,0.0
27866,2005,f,J,Ukraine,Israel,7,0.0
27867,2005,sf,J,Ukraine,Israel,5,0.0
27868,2006,f,J,Ukraine,Israel,0,0.0
27869,2007,sf,J,Ukraine,Israel,0,0.0
27870,2008,f,J,Ukraine,Israel,5,0.0
27871,2009,f,J,Ukraine,Israel,1,0.0
27872,2010,f,J,Ukraine,Israel,3,0.0
27873,2010,sf2,J,Ukraine,Israel,6,0.0
27874,2011,sf2,J,Ukraine,Israel,0,0.0
27875,2016,f,J,Ukraine,Israel,6,0.0
27876,2016,f,T,Ukraine,Israel,0,0.0
27877,2016,sf2,J,Ukraine,Israel,7,0.0
27878,2016,sf2,T,Ukraine,Israel,2,0.0
27879,2003,f,J,Ukraine,Lithuania,0,0.0
